epoch,lr-Adam,step,train_loss,val_loss
,0.01,8399,,
,0.01,8449,,
,0.01,8499,,
,0.01,8549,,
,0.01,8599,,
,0.01,8649,,
,0.01,8699,,
,0.01,8749,,
,0.01,8799,,
,0.01,8849,,
,0.01,8899,,
,0.01,8949,,
,0.01,8999,,
,0.01,9049,,
,0.01,9099,,
,0.01,9149,,
,0.01,9199,,
,0.01,9249,,
,0.01,9299,,
,0.01,9349,,
,0.01,9399,,
,0.01,9449,,
,0.01,9499,,
,0.01,9549,,
,0.01,9599,,
,0.01,9649,,
,0.01,9699,,
,0.01,9749,,
,0.01,9799,,
,0.01,9849,,
,0.01,9899,,
,0.01,9949,,
,0.01,9999,,
,0.01,10049,,
,0.01,10099,,
,0.01,10149,,
,0.01,10199,,
,0.01,10249,,
,0.01,10299,,
,0.01,10349,,
,0.01,10399,,
,0.01,10449,,
,0.01,10499,,
2,,10529,,28.97925567626953
2,,10529,30.56254768371582,
,0.01,10549,,
,0.01,10599,,
,0.01,10649,,
,0.01,10699,,
,0.01,10749,,
,0.01,10799,,
,0.01,10849,,
,0.01,10899,,
,0.01,10949,,
,0.01,10999,,
,0.01,11049,,
,0.01,11099,,
,0.01,11149,,
,0.01,11199,,
,0.01,11249,,
,0.01,11299,,
,0.01,11349,,
,0.01,11399,,
,0.01,11449,,
,0.01,11499,,
,0.01,11549,,
,0.01,11599,,
,0.01,11649,,
,0.01,11699,,
,0.01,11749,,
,0.01,11799,,
,0.01,11849,,
,0.01,11899,,
,0.01,11949,,
,0.01,11999,,
,0.01,12049,,
,0.01,12099,,
,0.01,12149,,
,0.01,12199,,
,0.01,12249,,
,0.01,12299,,
,0.01,12349,,
,0.01,12399,,
,0.01,12449,,
,0.01,12499,,
,0.01,12549,,
,0.01,12599,,
,0.01,12649,,
,0.01,12699,,
,0.01,12749,,
,0.01,12799,,
,0.01,12849,,
,0.01,12899,,
,0.01,12949,,
,0.01,12999,,
,0.01,13049,,
,0.01,13099,,
,0.01,13149,,
,0.01,13199,,
,0.01,13249,,
,0.01,13299,,
,0.01,13349,,
,0.01,13399,,
,0.01,13449,,
,0.01,13499,,
,0.01,13549,,
,0.01,13599,,
,0.01,13649,,
,0.01,13699,,
,0.01,13749,,
,0.01,13799,,
,0.01,13849,,
,0.01,13899,,
,0.01,13949,,
,0.01,13999,,
3,,14039,,27.30855941772461
3,,14039,29.021150588989258,
,0.01,14049,,
,0.01,14099,,
,0.01,14149,,
,0.01,14199,,
,0.01,14249,,
,0.01,14299,,
,0.01,14349,,
,0.01,14399,,
,0.01,14449,,
,0.01,14499,,
,0.01,14549,,
,0.01,14599,,
,0.01,14649,,
,0.01,14699,,
,0.01,14749,,
,0.01,14799,,
,0.01,14849,,
,0.01,14899,,
,0.01,14949,,
,0.01,14999,,
,0.01,15049,,
,0.01,15099,,
